odom_x, odom_y, odom_theta, odom_vx, odom_vy, odom_om
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.427963952907062661e-04,4.161715896346786050e-07,8.973820542136924086e-04,5.547648183920209433e-03,2.749767661840323729e-07,1.805228373751839935e-02
1.227693271771441042e-03,-7.039770580541191722e-06,1.562315117430083120e-03,2.142777407658855854e-02,-6.147102913681550549e-04,2.554339048105996185e-02
3.497627738050203099e-03,-1.468794840638824947e-05,9.286108990581461425e-04,5.365763926065703071e-02,-1.207356831303268768e-03,6.854254280282835732e-03
7.008532847383232636e-03,-4.234750227063235905e-05,7.014627319178171798e-04,9.471209706560543284e-02,-3.287613368693554847e-03,5.826212378764696574e-03
1.143634776900850566e-02,-6.181003017044892263e-05,5.174924662152203311e-04,1.313689202074945217e-01,-4.698532838171788108e-03,4.134854439875285809e-03
1.741298602824140063e-02,-6.186590113105201207e-05,3.714693717642159054e-04,1.663464324652579318e-01,-4.656007257749677705e-03,2.732752977101410383e-03
2.391412342348137043e-02,-1.173975479803385696e-04,4.321387196065600922e-04,1.865332690134460791e-01,-8.810125405601384324e-03,6.899885913270249922e-03
3.092961702292250370e-02,-1.396965419771782776e-04,2.591318270220352828e-04,1.962564086313330902e-01,-1.036635573285139486e-02,1.746714109473175222e-03
3.765548180376438597e-02,-1.928222539084927737e-04,-5.522315669713328710e-04,1.962120222792489155e-01,-1.372452600260326734e-02,-4.947283971193602338e-03
4.443190504206961239e-02,-2.433629402206737838e-04,-6.171788283875195152e-04,2.037466531940026471e-01,-1.686084911129733660e-02,1.079890069332716668e-03
5.125465950032952883e-02,-2.896870071198474157e-04,-4.718369973991931848e-04,2.136203130556496577e-01,-1.970679209268189763e-02,9.904835571999949864e-03
5.811324815535802435e-02,-3.057045769408052015e-04,-7.921606589464578151e-04,2.129322925532000088e-01,-1.983215820499914170e-02,8.589777075228141254e-03
6.531111121150733057e-02,-4.101748719998220879e-04,-9.800094830811094046e-04,2.098910760812523202e-01,-2.655603494506457440e-02,9.415820016533895873e-03
7.200279341855160553e-02,-4.272677998302965041e-04,-1.118804009703235113e-03,2.066026454875234397e-01,-2.667823517012787859e-02,9.150612947589717439e-03
7.861964576021564233e-02,-6.008850023312977025e-04,-1.492846713991014245e-03,2.120845200758298132e-01,-3.859965984226199076e-02,1.249245943136620624e-03
8.623359807810006272e-02,-6.325408709067145956e-04,-2.369944371949060224e-03,2.175346130172653714e-01,-3.867232762169912907e-02,-9.626716093078657851e-04
9.309478519659362961e-02,-7.060970370998518762e-04,-2.841536238170193612e-03,2.076723069030437796e-01,-4.220025139597483738e-02,-2.027103423869983968e-03
9.998226609710111901e-02,-7.184318147173412864e-04,-2.571572237348015641e-03,2.053352267932371245e-01,-4.178884960517152691e-02,-3.129578965793516823e-03
1.062252221243528971e-01,-7.425566436317745152e-04,-2.206093184849679516e-03,2.009822450595852572e-01,-4.264823035520128730e-02,2.390828057247863792e-03
1.124352031924548412e-01,-8.077726786799872133e-04,-2.021744618524109333e-03,1.965463799706273496e-01,-4.663137591701959489e-02,2.728031461576571788e-03
1.190817782741709768e-01,-8.335807895257036021e-04,-2.193035574171613329e-03,2.021297519555546318e-01,-4.752255040177932877e-02,-5.931428420224701265e-03
1.258941645367976925e-01,-8.813481574800563446e-04,-2.308891114135736868e-03,2.085884582337431126e-01,-5.007330396775290515e-02,-9.161111446131457725e-03
1.329323527372394120e-01,-9.090540650539173997e-04,-2.172704095168838216e-03,2.113662002559665576e-01,-5.107677706594086070e-02,-3.882462582357771100e-03
1.395046012128226820e-01,-9.500583844175726879e-04,-2.246810346486408701e-03,2.073396062297966913e-01,-5.287412788373879041e-02,2.033645226851021632e-03
1.462594543689788584e-01,-9.843024925029453774e-04,-2.303351871556059884e-03,2.034460186109998125e-01,-5.395820914742303215e-02,6.118049699715219329e-03
1.530497239254209607e-01,-1.015462301856324403e-03,-2.059502038901822249e-03,2.013649041285669461e-01,-5.516242715332579649e-02,4.673328848447880560e-03
1.598227906499014306e-01,-1.047271568652053623e-03,-2.055474521924862113e-03,2.039011070606234211e-01,-5.652455174868409316e-02,-4.296065021173181217e-04
1.665118971732607589e-01,-1.072275726075202053e-03,-1.895170494479620936e-03,2.061312519943704069e-01,-5.741040152178465000e-02,2.712333697021421849e-03
1.729237748439164946e-01,-1.112706583190089301e-03,-1.604545086214495151e-03,2.028704373120613080e-01,-5.951547110357725823e-02,9.507146678351258151e-03
1.797901595112267326e-01,-1.137204121016951617e-03,-1.467549731255107749e-03,2.006727294356203395e-01,-6.031950981317897587e-02,1.032648181057930874e-02
1.864795210358207722e-01,-1.159901226712092533e-03,-1.240912223935549839e-03,2.029736776488757777e-01,-6.151728573905630715e-02,-3.085397556614310338e-04
1.933655891943449612e-01,-1.169018276287061989e-03,-1.666848098010035271e-03,2.057533992935645928e-01,-6.148114595883092531e-02,-1.157711534973833965e-02
2.001040446305833165e-01,-1.201295772563238436e-03,-1.874943829838645725e-03,2.072898996670049787e-01,-6.299109984716140531e-02,-8.075070661875412281e-03
2.067353084260730167e-01,-1.232310258713798347e-03,-2.071279935568155588e-03,2.038398726616812151e-01,-6.396169325352150936e-02,-4.078438811536985384e-03
2.133596421649233410e-01,-1.261318011609273426e-03,-2.291831217631587914e-03,1.993954778123840643e-01,-6.469003683064564192e-02,-7.648363873031006899e-04
2.199717776010945980e-01,-1.267117082834246736e-03,-2.287436126177996333e-03,2.024619367944165416e-01,-6.402903104117170507e-02,-4.026308401133391404e-03
2.269638372086530687e-01,-1.292272682157777656e-03,-1.310402661222456570e-03,1.996719807807001978e-01,-6.567750523471635460e-02,3.424216948430997692e-03
2.332992705186307247e-01,-1.263986775000768567e-03,1.799063060447283298e-03,2.024824581568194226e-01,-6.501106317736619900e-02,3.807068135336708764e-02
2.398398116386176726e-01,-1.272484345038753370e-03,5.234114532457441633e-03,2.081301715400963870e-01,-6.920909114364359738e-02,5.159259536845169081e-02
2.470782964894718547e-01,-1.248500140465286148e-03,8.636431022489773901e-03,2.076143662194603612e-01,-7.281843500390229595e-02,6.656410553177091738e-02
2.537089978586088423e-01,-1.159767458487548841e-03,1.371364651220426806e-02,2.054373574101542310e-01,-7.380498374381927462e-02,9.465403436149466554e-02
2.606333629161270982e-01,-1.006716055023317447e-03,1.969062397696023578e-02,2.061585428758610783e-01,-7.339508489625241883e-02,1.261383818198253959e-01
2.672167167169047786e-01,-8.494702367617758309e-04,2.518442497298147009e-02,2.061694122894625059e-01,-7.450086106146494580e-02,1.396138200201587354e-01
2.737743880789796913e-01,-6.320373073669875545e-04,3.154765718223409565e-02,2.031615398293193653e-01,-7.424024234023546276e-02,1.598430401673286705e-01
2.806852635422662501e-01,-3.620305066305067542e-04,3.950389913463881603e-02,2.058605594312307441e-01,-7.500410110182265111e-02,1.911542882720705661e-01
2.873637979980105395e-01,-2.315414630092162921e-05,4.874903333398969418e-02,2.039204672269925300e-01,-7.489408058281737945e-02,2.193871185047357453e-01
2.940474668083096765e-01,3.778081936881361527e-04,5.894007237789697373e-02,2.001276394903194200e-01,-7.539819561938231052e-02,2.419120550869197639e-01
3.002530857096513683e-01,8.036728492115974851e-04,6.954654484823521998e-02,2.023646471585090756e-01,-7.686453548646891842e-02,2.617723516063434341e-01
3.069416845154465112e-01,1.329957124467516690e-03,8.009571500210385664e-02,2.012431509466448276e-01,-7.881991522576303755e-02,2.758595060614177363e-01
3.136897212715256122e-01,1.951240175229443938e-03,9.072445191687518451e-02,1.987373396700808093e-01,-7.897300976376694925e-02,2.788523358159780141e-01
3.202712103210614281e-01,2.631386783036032597e-03,1.014019786761099912e-01,1.993150318228092410e-01,-7.893905157462591249e-02,2.891647475470796036e-01
3.267854977827038265e-01,3.367461047397176874e-03,1.123636276511981585e-01,2.008045634667760537e-01,-7.930086933965274643e-02,2.965969220723162492e-01
3.330333857652079677e-01,4.151264364918904118e-03,1.233173290718481141e-01,2.006858138743560227e-01,-7.908305693277588311e-02,3.019073398439199862e-01
3.397898348225306120e-01,5.091094409400207313e-03,1.344829186933795273e-01,2.006499765459423545e-01,-7.793274985907225338e-02,3.068688882192794343e-01
3.463959380798354304e-01,6.054036405009149968e-03,1.453565114969993799e-01,2.015051547519290109e-01,-7.859790087728946162e-02,3.064870532361055888e-01
3.530574377068252390e-01,7.119837995353094605e-03,1.564808133108224475e-01,1.991385152807660652e-01,-7.802504905541995939e-02,3.081438011754638606e-01
3.593370566654328080e-01,8.173633615577005629e-03,1.665429624188490831e-01,1.984497176479591563e-01,-7.823773951377284430e-02,3.014664084494992347e-01
3.657485902795762911e-01,9.341309883846264303e-03,1.764284440179327007e-01,1.975828683055002311e-01,-7.844895842083347837e-02,2.989414844677679151e-01
3.722063693597043588e-01,1.053288725852775942e-02,1.863368343390642279e-01,1.965532311049785485e-01,-7.859339208000248878e-02,2.976485974607784302e-01
3.784099523611174631e-01,1.178305446060540912e-02,1.969066705009110407e-01,1.962152171714626747e-01,-7.749105252448289238e-02,2.981512703507985806e-01
3.851881896266535210e-01,1.319093514446971482e-02,2.070600228149855060e-01,2.013168061410887943e-01,-7.897129278732797908e-02,2.908964637490388250e-01
3.915204447143426636e-01,1.460361124241238429e-02,2.170582038373334299e-01,2.002269273724003318e-01,-7.805866110260188673e-02,2.880948740626009807e-01
3.978024053439412899e-01,1.597358361412477140e-02,2.250510058998813345e-01,2.047940065315959901e-01,-8.295911427722364728e-02,2.667953377839437645e-01
4.048223766812744095e-01,1.765628497892738138e-02,2.340412936363596152e-01,2.052844709395955092e-01,-8.203011854640648859e-02,2.708744856063188267e-01
4.113904250882020053e-01,1.926415989630565068e-02,2.425573411564194704e-01,2.047105969190784192e-01,-8.287081143680537221e-02,2.692905223870099007e-01
4.179715608723887366e-01,2.095712358911804712e-02,2.505267593950877281e-01,2.038265162753109538e-01,-8.162274839316312203e-02,2.626461504158785765e-01
4.241972531454672457e-01,2.258351527817723317e-02,2.572882472808271093e-01,2.073738325927780568e-01,-8.168491343446655784e-02,2.457011371934472443e-01
4.305799427515850653e-01,2.425768732706893097e-02,2.637397910707377502e-01,2.056121238902489934e-01,-8.428327170931920742e-02,2.390376298807144195e-01
4.373464285555191400e-01,2.611465563154400857e-02,2.698507827174202456e-01,2.052814670237426142e-01,-8.392873039445765404e-02,2.317144162099329940e-01
4.438790765215913092e-01,2.794197601314767077e-02,2.760140281398221762e-01,2.060051069023631776e-01,-8.447342155719834988e-02,2.244527646216518957e-01
4.504365711351924206e-01,2.983439588628440664e-02,2.828701650134243240e-01,2.026248094502878239e-01,-8.455309910006353347e-02,2.233251437713895948e-01
4.564968122939772055e-01,3.162601583389342691e-02,2.903433900016724190e-01,2.026044281373598488e-01,-8.512329593356697532e-02,2.392442448761483154e-01
4.628759566723952279e-01,3.357516943224792688e-02,2.986001060762024650e-01,2.013846157145906535e-01,-8.567266872825299306e-02,2.538689002282111251e-01
4.694150104047253302e-01,3.564026296913275216e-02,3.073599308316692369e-01,2.018160287807441167e-01,-8.615540050518777360e-02,2.560905532646606253e-01
4.759619870685042331e-01,3.777343539203539130e-02,3.163786263822587208e-01,2.025436310576236576e-01,-8.683879757502402374e-02,2.616169164688564863e-01
4.824135897956015606e-01,3.994587445898416245e-02,3.251153734758736036e-01,2.018250667591078851e-01,-8.689828836910298837e-02,2.575101671918486046e-01
4.884181824073124401e-01,4.199989165333405799e-02,3.337748853405931859e-01,1.962505806886069570e-01,-8.861396080331399028e-02,2.627132442826199954e-01
4.946691007191511003e-01,4.424388485264106607e-02,3.441661363629348602e-01,1.934686012052310999e-01,-8.871358914004320861e-02,2.806743150992958014e-01
5.004353777627486011e-01,4.639899378418709669e-02,3.558313400949998373e-01,1.854512733240366584e-01,-8.819525474440285950e-02,3.022648563446377334e-01
5.057956521045057219e-01,4.848513561567837499e-02,3.688364562154703985e-01,1.706005059326955453e-01,-8.797755496657318208e-02,3.311740921734239729e-01
5.104227021135552267e-01,5.037105774210219600e-02,3.832191267736500540e-01,1.577718172766438831e-01,-8.749118042972117704e-02,3.555250341227408351e-01
5.148587313836631152e-01,5.231893061853541693e-02,3.993767293147914565e-01,1.515117166306166330e-01,-8.619149011849897013e-02,3.834107508411204179e-01
5.192887906479948246e-01,5.428502918267295169e-02,4.157942461237247311e-01,1.462402833606142871e-01,-8.476458330764043148e-02,4.121410764792751702e-01
5.234564749843456655e-01,5.623650044240168649e-02,4.316624020462498934e-01,1.432427059690699611e-01,-8.346702439651523808e-02,4.195714901350493520e-01
5.282018116038541544e-01,5.853672165890989182e-02,4.480600906715525578e-01,1.505455825764467070e-01,-8.311820585007310969e-02,4.387225550695078580e-01
5.324088110004595586e-01,6.066333103653858555e-02,4.634020192227334967e-01,1.487073618015161691e-01,-8.190581695170334742e-02,4.391692915335526082e-01
5.365982705636819228e-01,6.284420475165612696e-02,4.790638166444549095e-01,1.483669516325223925e-01,-8.220357646844869692e-02,4.427911682945744332e-01
5.412142249458763432e-01,6.536107736916940691e-02,4.946934745594441241e-01,1.482498429109577187e-01,-8.098335919577477615e-02,4.433191621047398723e-01
5.456969762263990109e-01,6.787813628143493649e-02,5.100739945246880458e-01,1.546722681883047901e-01,-8.046289281461138643e-02,4.547741011172727332e-01
5.505695839642102962e-01,7.070750168876113739e-02,5.246001322526175903e-01,1.668531598725292997e-01,-7.944055143714814915e-02,4.488125797892503210e-01
5.554524903721854701e-01,7.361262253148395662e-02,5.377543742961031770e-01,1.803197853007819096e-01,-7.926510184479644561e-02,4.282341568199182769e-01
5.609727151681256352e-01,7.697217036469243545e-02,5.483563919720151336e-01,1.946485189278836236e-01,-7.860149305554471610e-02,4.008303025484576398e-01
5.671315932945317773e-01,8.075941322886998064e-02,5.571850150984746231e-01,1.981659233946191645e-01,-7.879685529215932349e-02,3.817611780373166841e-01
5.730364752174663678e-01,8.443748139844207967e-02,5.629533039662648619e-01,2.055366925814530177e-01,-7.845071336916045746e-02,3.292495460410103103e-01
5.789284869931177191e-01,8.814722862203899778e-02,5.683100806345134925e-01,2.100517108020861778e-01,-7.863575299650744921e-02,2.866953954680901973e-01
5.845452781869641123e-01,9.172026588182870255e-02,5.739311634818372587e-01,2.110883825207013897e-01,-7.958821975316313080e-02,2.697100483944921967e-01
5.904398881154153678e-01,9.551976430625622183e-02,5.795589762329717010e-01,2.068728432541289408e-01,-8.069072879251161512e-02,2.597605857958000808e-01
5.962754926385017695e-01,9.935176144520752040e-02,5.850784965892954492e-01,2.043987483384227533e-01,-8.054358669445677021e-02,2.391226611730654927e-01
6.018776196749781038e-01,1.030796295634667514e-01,5.900330070986729014e-01,2.016251310254745244e-01,-8.007315308641967111e-02,2.221016137434006221e-01
6.073300954638578553e-01,1.067392421888283538e-01,5.948204841093909234e-01,2.003537435689405344e-01,-8.012518399490602128e-02,2.084882061385073815e-01
6.125813602339630348e-01,1.103194965134770000e-01,5.998636298582650239e-01,2.029411997638001508e-01,-7.946423207808508971e-02,1.984511130897102515e-01
6.183383104846214007e-01,1.142790616244239721e-01,6.050150194613836963e-01,2.031857595146281392e-01,-7.984977079297804481e-02,1.878977676845351164e-01
6.237676055432941347e-01,1.180509023534663110e-01,6.079915413237174659e-01,2.019243846217351479e-01,-7.903796313148334085e-02,1.566529726367038577e-01
6.293928627434676182e-01,1.219490121121154513e-01,6.096818494910487551e-01,2.062832399550539597e-01,-7.954637008948857446e-02,1.229436946732686831e-01
6.347756543923073203e-01,1.256970994870217628e-01,6.099076197459420978e-01,2.029648354288958456e-01,-7.850365958905146380e-02,9.890787477993567833e-02
6.403693860193719889e-01,1.295612557385686092e-01,6.099379906384038152e-01,2.017023955625975029e-01,-7.957226422074893668e-02,7.898033413039237671e-02
6.460054427013984801e-01,1.334494800823049776e-01,6.099798501979315501e-01,2.010331592575605453e-01,-8.102209365449351830e-02,5.940551601088046169e-02
6.514487094094629782e-01,1.372112563227227688e-01,6.089526620052445605e-01,2.037105871112012412e-01,-8.138747040974862734e-02,4.452690018542265760e-02
6.570747152101714672e-01,1.411231711430978586e-01,6.079823606398973013e-01,2.056381912238264831e-01,-7.997870631871953351e-02,3.020183293707802072e-02
6.623476233873289987e-01,1.447704642674652320e-01,6.077874553934078383e-01,1.998290846925411812e-01,-8.044450451574497452e-02,1.925061331107871809e-02
6.676060708304888403e-01,1.484273580269062365e-01,6.072662565403778023e-01,2.003833924143145206e-01,-7.920448760927914500e-02,2.289530975829265694e-02
6.735767827477202596e-01,1.525473286561850050e-01,6.067295851080141134e-01,2.016289029387266785e-01,-7.963802824713674122e-02,1.782375808487634758e-02
6.789948573604271953e-01,1.563082498363406181e-01,6.061632541126882323e-01,2.048638060396599514e-01,-7.860132405982611647e-02,9.295780916708009864e-03
6.847574690354475413e-01,1.602828015251836213e-01,6.054382962000818269e-01,2.049241280248595143e-01,-7.893776846879776987e-02,1.686867287107388091e-04
6.900295406953736999e-01,1.639384026435692643e-01,6.043635608346651367e-01,2.023424193267208404e-01,-7.741777823429298044e-02,-5.463263449095428700e-03
6.953524159423674078e-01,1.676184091387910302e-01,6.042352194749924799e-01,2.003921958167697026e-01,-7.670331230172554304e-02,2.770409597404856206e-03
7.011216740556397431e-01,1.716016196137477856e-01,6.047156343919268817e-01,2.012412842982968519e-01,-7.685712669365794836e-02,8.289272289866089771e-03
7.067028162027378935e-01,1.754641720932089421e-01,6.050312298167190850e-01,2.039981941850551872e-01,-7.656147946385137570e-02,1.059297433858555869e-02
7.122800191036100514e-01,1.793160794162063087e-01,6.052077754526704600e-01,2.047868896715135112e-01,-7.679194992186369473e-02,1.054778906925281541e-02
7.175646421370367456e-01,1.829569325587867001e-01,6.051355662375385025e-01,2.038539613935815564e-01,-7.755762812101478498e-02,4.976952851625011595e-03
7.231553628831672853e-01,1.868091018981578311e-01,6.051679757172694352e-01,2.007838228200740371e-01,-7.832250300185922276e-02,5.398291453472636552e-03
7.287661184801293990e-01,1.906890052681670111e-01,6.053146856113184038e-01,2.005274101209933713e-01,-7.822148671097746420e-02,9.427674060142476539e-03
7.343937988947785156e-01,1.945875865426678619e-01,6.053249533169713370e-01,2.028711666216657661e-01,-7.769974378216415456e-02,8.219503696803028003e-03
7.399546265702579007e-01,1.984250793732703078e-01,6.045234648551331968e-01,2.053050534236586788e-01,-7.764152090919546056e-02,-3.193190148346659873e-03
7.452257889386392220e-01,2.020596975360025860e-01,6.029437076925109329e-01,2.035649621044941238e-01,-7.683919958468297950e-02,-1.763339854469892637e-02
7.508923508932157098e-01,2.059418203899062161e-01,6.016091060550303737e-01,2.034351749215429772e-01,-7.701439814073712808e-02,-2.603298381605750542e-02
7.564598998413837316e-01,2.097731271183426449e-01,6.008896072825603563e-01,2.017834596948210324e-01,-7.603026708403663736e-02,-2.492353444424724729e-02
7.621874429276708218e-01,2.136879409002516994e-01,6.002637889272961491e-01,2.008594162905968650e-01,-7.606460066590840785e-02,-1.244012284146743010e-02
7.676071382249561870e-01,2.173983279454248518e-01,5.989754171279473294e-01,2.019620754414221120e-01,-7.482697681121715239e-02,-1.328283298416968808e-02
7.732882935723832674e-01,2.212440592488191804e-01,5.974896383681175260e-01,2.023569783232232189e-01,-7.543265482203451167e-02,-2.412581318825265941e-02
7.790126240383420386e-01,2.251132713351252368e-01,5.959938373812642132e-01,2.026195924216639410e-01,-7.632003808295657887e-02,-3.590008911799940500e-02
7.843295354954957777e-01,2.287004505658446207e-01,5.950130166197242776e-01,2.025583103203735524e-01,-7.706840933708719588e-02,-3.508655563093487223e-02
7.900606800042593303e-01,2.325885979265376879e-01,5.931917197140121889e-01,2.054508569913461036e-01,-7.559577349070804864e-02,-4.853340674259328663e-02
7.952801238856205268e-01,2.360779853363073888e-01,5.908003918236148788e-01,1.981782224196770303e-01,-7.594563456723676942e-02,-4.866162528015906263e-02
8.005659372312087241e-01,2.396118536053037096e-01,5.882901508403375335e-01,2.011764403838264270e-01,-7.480626556713915187e-02,-5.137364818804342204e-02
8.065288605947110723e-01,2.435192924244329316e-01,5.847046672861424543e-01,2.027947546005262613e-01,-7.596891163877213249e-02,-5.413576842548056128e-02
8.120806413710246474e-01,2.471677982781112781e-01,5.814539643470924002e-01,2.010697628917942625e-01,-7.496793343858310088e-02,-6.248506353126462992e-02
8.178246421925894349e-01,2.508932836093191732e-01,5.786792343727611421e-01,1.995270942959926075e-01,-7.602207861661114396e-02,-6.490240171610840714e-02
8.231934204119853993e-01,2.543501063561991460e-01,5.758124404479669778e-01,2.021423864038805751e-01,-7.741320468029549984e-02,-7.106271544416327413e-02
8.286735396660384056e-01,2.578573024898759281e-01,5.725577285597593935e-01,2.001303550553570898e-01,-7.857060246643236823e-02,-7.978601022294064260e-02
8.345668643719525992e-01,2.616494578703564833e-01,5.694972217374150159e-01,2.017194298540096742e-01,-7.709946376625789743e-02,-8.297734307199239323e-02
8.403535366445904486e-01,2.653367423234384015e-01,5.664711301944891364e-01,2.053598340784194287e-01,-7.641588198087605199e-02,-8.166966244300818967e-02
8.461079227838927963e-01,2.689818017734257882e-01,5.639280548712706231e-01,2.049357196763538780e-01,-7.599590299121176951e-02,-7.797540217857375222e-02
8.515113268582031880e-01,2.724067921450146201e-01,5.615914720246169001e-01,2.021241591472045795e-01,-7.446180166144372725e-02,-7.652601144644277653e-02
8.572760953167904985e-01,2.760073901200889579e-01,5.586755145082259455e-01,2.018881349895803312e-01,-7.431338717258979820e-02,-7.472452491671520425e-02
8.630902485911084998e-01,2.796140761355031534e-01,5.554020400601402674e-01,2.022916532396893674e-01,-7.387806967751875398e-02,-7.576778312612646171e-02
8.688909249452761996e-01,2.831908368049796954e-01,5.524160353657704414e-01,2.007734265144482944e-01,-7.356098762164840765e-02,-8.163697547465259552e-02
8.746432336143916686e-01,2.867228430129384886e-01,5.488832413284293610e-01,2.010578352151034254e-01,-7.270161166164261501e-02,-9.751991820903672947e-02
8.800830033928549456e-01,2.899979750472067574e-01,5.448314642228770932e-01,2.035112943615626502e-01,-7.424860647083648957e-02,-1.138395122126643899e-01
8.860519797963752886e-01,2.935788286599879671e-01,5.400116859696479921e-01,2.039065241886012236e-01,-7.386358689854730097e-02,-1.280188142124506490e-01
8.918245475383373977e-01,2.969930553736017109e-01,5.345233735354969484e-01,2.062897853815424676e-01,-7.387564281701507196e-02,-1.405007805345622474e-01
8.979082219431182565e-01,3.005686130683130064e-01,5.295205125604547369e-01,2.069900519218243751e-01,-7.269110419018921798e-02,-1.420438321458004916e-01
9.035112211947999850e-01,3.038078503521035589e-01,5.247346217920573208e-01,2.051400894830708588e-01,-7.314393374890960919e-02,-1.474706017583562179e-01
9.093516269287466036e-01,3.071507446455888912e-01,5.205215346750939887e-01,2.046053718996394544e-01,-7.282018748882297665e-02,-1.438012699489718271e-01
9.152295127818920184e-01,3.105126086010322473e-01,5.163714797307620286e-01,2.042559960659015017e-01,-7.237162704913430167e-02,-1.389912297395147489e-01
9.208961928737606772e-01,3.137174294913901984e-01,5.111589459213623510e-01,2.014747869185847806e-01,-7.088949954621701077e-02,-1.517572263006343458e-01
9.269622805618369377e-01,3.170642970282316342e-01,5.056183238871569952e-01,2.037348788846090886e-01,-7.166710544462613630e-02,-1.589811343049750691e-01
9.325035646415640311e-01,3.201164357657813597e-01,5.010144755949923479e-01,2.029978914063534645e-01,-7.060870158846339895e-02,-1.501198611176061404e-01
9.382707554185124588e-01,3.231933996822518584e-01,4.967000057116565670e-01,2.005478280109360412e-01,-7.392927947483386719e-02,-1.421797917342263184e-01
9.445479247427081004e-01,3.265132608820325855e-01,4.917882871579789539e-01,2.012393053631406081e-01,-7.664186973441081130e-02,-1.433058545737573020e-01
9.503412985709158711e-01,3.295765313347288061e-01,4.874390696535830791e-01,2.005085076696241642e-01,-7.708688618453254926e-02,-1.368334838063975933e-01
9.564312754085346757e-01,3.327970891651095831e-01,4.831802118100136934e-01,1.985318093385856075e-01,-7.554886487581535803e-02,-1.358608716470674216e-01
9.620237104301092579e-01,3.357189747185963524e-01,4.790921673257831914e-01,1.976733592898710368e-01,-7.447947005152959210e-02,-1.269085729555057274e-01
9.678968316444814812e-01,3.387218851929597041e-01,4.741053172133004034e-01,1.977109048137826175e-01,-7.476766722391001152e-02,-1.304706588428680980e-01
9.741180226767197636e-01,3.418612276562991159e-01,4.691494920680749914e-01,1.988063128245548816e-01,-7.543940275890827218e-02,-1.364692638679028402e-01
9.800905196412788012e-01,3.448409750823711040e-01,4.641907508563113405e-01,1.993225166901589906e-01,-7.605938536463650868e-02,-1.441522824005630754e-01
9.861111393647420398e-01,3.478062239932315780e-01,4.579284482494932473e-01,1.982070693335694633e-01,-7.568969926496595113e-02,-1.533878195934062494e-01
9.919416590826264368e-01,3.506096695255357942e-01,4.511386554855620901e-01,2.000042256594566081e-01,-7.643662646856215492e-02,-1.647431355828160304e-01
9.980556040274514151e-01,3.534969874874202000e-01,4.440918189280601003e-01,1.993399915531658129e-01,-7.693061051945014606e-02,-1.739697361725935643e-01
1.004250802704687695e+00,3.563810482601187934e-01,4.367013288275362615e-01,1.990691790653873472e-01,-7.643375474010137560e-02,-1.775015885408742222e-01
1.010428151813929087e+00,3.592016736096310114e-01,4.289721594220167744e-01,2.004465845552442227e-01,-7.556044483339501017e-02,-1.828409847839426172e-01
1.016423816314597772e+00,3.618996733917695385e-01,4.214362306340694309e-01,1.991426804130308204e-01,-7.402735856909778422e-02,-1.905803146966733308e-01
1.022224130329669078e+00,3.644158953225368203e-01,4.144722241268260499e-01,1.964379912053297594e-01,-7.602183413678167967e-02,-1.932591030604809690e-01
1.028650639860870353e+00,3.671737909089375362e-01,4.066334247236428889e-01,1.987736674881798449e-01,-7.572212413390845553e-02,-1.999555954621406451e-01
1.034843555052885389e+00,3.697771838736401695e-01,3.993908106488523457e-01,2.024061432294049223e-01,-7.583813374662445872e-02,-1.942877183049480372e-01
