x,y,theta
0.0,0.0,-1.5707963267948966
0.0,0.0,-1.5707963267948966
0.0,0.0,-1.5707963267948966
0.0,0.0,-1.5707963267948966
0.0,0.0,-1.5707963267948966
0.0,0.0,-1.5707963267948966
0.0,0.0,-1.5707963267948966
0.0,0.0,-1.5707963267948966
0.0,0.0,-1.5707963267948966
0.0,0.0,-1.5707963267948966
0.0,0.0,-1.5707963267948966
0.0,0.0,-1.5707963267948966
0.0,0.0,-1.5707963267948966
0.0,0.0,-1.5707963267948966
0.0,0.0,-1.5707963267948966
0.0,0.0,-1.5707963267948966
0.0,0.0,-1.5707963267948966
0.0,0.0,-1.5707963267948966
0.0,0.0,-1.5707963267948966
0.0,0.0,-1.5707963267948966
0.0,0.0,-1.5707963267948966
0.0,0.0,-1.5707963267948966
0.0,0.0,-1.5707963267948966
0.0,0.0,-1.5707963267948966
0.0,0.0,-1.5707963267948966
0.0,0.0,-1.5707963267948966
0.0,0.0,-1.5707963267948966
0.0,0.0,-1.5707963267948966
0.0,0.0,-1.5707963267948966
0.0,0.0,-1.5707963267948966
0.0,0.0,-1.5707963267948966
0.0,0.0,-1.5707963267948966
0.0,0.0,-1.5707963267948966
0.0,0.0,-1.5707963267948966
0.0,0.0,-1.5707963267948966
0.0,0.0,-1.5707963267948966
0.0,0.0,-1.5707963267948966
0.0,0.0,-1.5707963267948966
0.0,0.0,-1.5707963267948966
0.0,0.0,-1.5707963267948966
0.0,0.0,-1.5707963267948966
0.0,0.0,-1.5707963267948966
0.0,0.0,-1.5707963267948966
-1.7545860759693443e-05,0.004188741207385306,-1.5624187463853239
-7.018221160981497e-05,0.00837718843449068,-1.554041165975751
-0.00015790535835003006,0.012565047721668738,-1.5456635855661782
-0.00028070914426786553,0.016752025150535744,-1.5372860051566055
-0.0004385849505708084,0.02093782686459981,-1.5289084247470326
-0.0006315216969912663,0.025122159089884775,-1.5205308443374599
-0.0008595058425640012,0.029304728155548243,-1.5121532639278872
-0.0011225213865767025,0.03348524051449244,-1.5037756835183143
-0.001420549869693033,0.03766340276396636,-1.4953981031087415
-0.001753570375247815,0.04183892166615774,-1.4870205226991688
-0.002121559530715411,0.046011504168773566,-1.478642942289596
-0.002524491509349913,0.05018085742560744,-1.4702653618800232
-0.002962338031997691,0.05434668881709255,-1.4618877814704505
-0.003435068369082306,0.058508705970838716,-1.4535102010608776
-0.003942649342761062,0.06266661678215212,-1.4451326206513049
-0.004485045329253645,0.06682012943453615,-1.436755040241732
-0.005062218261342122,0.07096895242017219,-1.4283774598321592
-0.005674127631042969,0.07511279456037853,-1.4199998794225865
-0.0063207304924498,0.07925136502604634,-1.4116222990130138
-0.007001981464747509,0.08338437335805113,-1.403244718603441
-0.007717832735397334,0.08751152948763802,-1.3948671381938682
-0.008468234063492286,0.09163254375677987,-1.3864895577842953
-0.009253132783283546,0.09574712693850648,-1.3781119773747226
-0.01007247380787657,0.0998549902572035,-1.3697343969651499
-0.010926199633097156,0.10395584540887966,-1.361356816555577
-0.011814250341527555,0.10804940458140103,-1.3529792361460042
-0.012736563606711437,0.11213538047469057,-1.3446016557364315
-0.01369307469752823,0.11621348632089197,-1.3362240753268586
-0.014683716482736364,0.12028343590449583,-1.327846494917286
-0.015708419435684462,0.12434494358242737,-1.3194689145077132
-0.0167671116391912,0.12839772430409388,-1.3110913340981403
